"","id1","persons","v98_1","v98_2","persngrp","mailings","phongotv","ward","majpty1","majpty2","age1","age2","placebo","vote98","v98","cntany","pcntany","v96_1","v96_0","age","agemiss","agesq","majorpty","onetreat","onetreat_p"
"1",13696,1,0,0,1,1,0,15,1,1,26,26,0,0,0,0,0,0,1,26,0,676,1,0,0
"2",11930,1,0,0,1,2,0,20,1,1,75,75,0,0,0,0,0,0,1,75,0,5625,1,0,0
"3",14210,1,1,1,1,0,0,15,0,0,54,54,0,1,1,0,0,1,0,54,0,2916,0,1,1
"4",6818,1,0,0,1,0,0,25,0,0,45,45,0,0,0,0,0,0,0,45,0,2025,0,1,1
"5",7423,2,1,1,1,2,1,28,1,1,42,47,0,1,1,0,0,0,0,42,0,1764,1,0,0
"6",10639,1,0,0,1,3,1,15,1,1,20,20,1,0,0,0,0,0,0,20,0,400,1,0,0
"7",13995,2,1,1,1,2,1,25,1,1,39,41,0,1,1,0,1,1,0,39,0,1521,1,0,0
"8",889,2,1,1,1,2,1,18,1,1,64,61,0,1,1,0,0,1,0,64,0,4096,1,0,0
"9",11723,1,99,99,1,1,1,17,0,0,999,999,0,99,0,0,1,0,0,0,1,0,0,0,0
"10",5039,1,0,0,1,0,0,4,1,1,72,72,0,0,0,0,0,1,0,72,0,5184,1,1,1
"11",1375,1,0,0,1,2,1,15,1,1,43,43,0,0,0,0,0,0,0,43,0,1849,1,0,0
"12",16107,1,0,0,1,1,0,15,1,1,30,30,0,0,0,0,0,0,0,30,0,900,1,0,0
"13",3059,1,0,0,1,1,0,17,1,1,90,90,0,0,0,0,0,1,0,90,0,8100,1,0,0
"14",21203,2,0,1,1,0,0,25,0,1,52,50,0,0,0,0,0,0,0,52,0,2704,0,1,1
"15",20246,1,0,0,1,0,0,17,1,1,28,28,0,0,0,0,0,1,0,28,0,784,1,1,1
"16",16342,2,0,0,1,0,0,26,0,0,25,40,0,0,0,0,0,0,0,25,0,625,0,1,1
"17",17334,2,1,1,1,3,0,26,1,1,39,34,0,1,1,0,0,1,0,39,0,1521,1,0,0
"18",13683,2,0,1,1,0,0,15,1,1,31,33,0,0,0,0,0,0,0,31,0,961,1,1,1
"19",14297,2,1,1,1,3,0,5,1,1,33,35,0,1,1,0,0,0,0,33,0,1089,1,0,0
"20",399,1,0,0,1,0,0,17,0,0,30,30,0,0,0,0,0,0,0,30,0,900,0,1,1
"21",4152,1,0,0,1,0,0,26,1,1,30,30,0,0,0,0,0,0,0,30,0,900,1,1,1
"22",16057,2,0,0,1,1,0,12,1,1,40,20,0,0,0,0,0,0,1,40,0,1600,1,0,0
"23",20242,1,0,0,1,0,0,17,0,0,59,59,0,0,0,0,0,0,1,59,0,3481,0,1,1
"24",9283,1,0,0,1,2,1,4,1,1,35,35,0,0,0,0,0,0,1,35,0,1225,1,0,0
"25",13269,1,0,0,1,0,0,15,1,1,27,27,0,0,0,0,0,0,1,27,0,729,1,1,1
"26",12941,2,0,0,1,0,0,18,1,1,45,48,0,0,0,0,0,1,0,45,0,2025,1,1,1
"27",21206,1,0,0,1,0,0,25,0,0,25,25,0,0,0,0,0,1,0,25,0,625,0,1,1
"28",19295,2,1,1,1,0,0,26,0,0,56,57,0,1,1,0,0,1,0,56,0,3136,0,1,1
"29",16082,2,0,0,1,0,0,15,1,1,82,53,0,0,0,0,0,1,0,82,0,6724,1,1,1
"30",16110,1,1,1,1,3,0,15,1,1,51,51,0,1,1,0,0,0,1,51,0,2601,1,0,0
"31",3629,1,1,1,1,1,0,18,1,1,53,53,0,1,1,0,0,0,0,53,0,2809,1,0,0
"32",7503,2,0,0,1,3,0,2,1,1,54,70,0,0,0,0,0,1,0,54,0,2916,1,0,0
"33",13117,1,1,1,1,0,0,4,1,1,82,82,0,1,1,0,0,1,0,82,0,6724,1,1,1
"34",2744,2,1,1,1,0,0,25,1,1,49,49,0,1,1,0,0,1,0,49,0,2401,1,1,1
"35",2525,1,1,1,1,0,0,27,0,0,81,81,0,1,1,0,0,1,0,81,0,6561,0,1,1
"36",7778,1,1,1,1,3,0,27,0,0,77,77,0,1,1,0,0,1,0,77,0,5929,0,0,0
"37",17995,2,99,99,1,0,0,19,1,1,68,42,0,99,0,0,0,1,0,68,0,4624,1,1,1
"38",20063,1,1,1,1,2,0,18,1,1,62,62,0,1,1,0,0,1,0,62,0,3844,1,0,0
"39",20986,2,0,0,1,3,1,5,1,1,46,37,0,0,0,0,0,0,1,46,0,2116,1,0,0
"40",10377,1,0,0,1,2,1,4,1,1,38,38,0,0,0,0,0,0,0,38,0,1444,1,0,0
"41",17357,2,0,0,1,0,0,20,1,1,39,44,0,0,0,0,0,0,0,39,0,1521,1,1,1
"42",18555,1,0,0,1,3,1,28,1,1,999,999,0,0,0,0,0,0,1,0,1,0,1,0,0
"43",1607,1,1,1,1,1,0,22,1,1,68,68,0,1,1,0,0,1,0,68,0,4624,1,0,0
"44",17,2,0,0,1,0,0,4,0,0,50,31,0,0,0,1,0,1,0,50,0,2500,0,1,1
"45",20514,2,0,1,1,2,0,17,1,1,48,45,0,0,0,0,0,0,1,48,0,2304,1,0,0
"46",9913,2,0,0,1,0,0,17,0,0,87,50,0,0,0,1,0,0,1,87,0,7569,0,1,1
"47",21492,2,1,1,1,1,1,25,1,1,48,47,0,1,1,0,1,1,0,48,0,2304,1,0,0
"48",11312,1,0,0,1,2,1,3,1,1,70,70,0,0,0,0,0,0,1,70,0,4900,1,0,0
"49",104,2,1,1,1,0,0,25,0,1,46,53,0,1,1,0,0,0,0,46,0,2116,0,1,1
"50",116,2,0,0,1,0,0,25,1,1,41,30,0,0,0,0,0,0,0,41,0,1681,1,1,1
"51",14308,1,0,0,1,0,0,5,0,0,21,21,0,0,0,0,0,0,1,21,0,441,0,1,1
"52",4530,1,1,1,1,0,0,4,1,1,58,58,0,1,1,0,0,1,0,58,0,3364,1,1,1
"53",7049,1,0,0,1,0,0,17,0,0,36,36,0,0,0,0,0,1,0,36,0,1296,0,1,1
"54",10617,1,1,1,1,0,0,27,1,1,33,33,0,1,1,0,0,1,0,33,0,1089,1,1,1
"55",22970,1,1,1,1,0,0,18,1,1,27,27,0,1,1,0,0,1,0,27,0,729,1,1,1
"56",7620,1,0,0,1,1,0,2,0,0,43,43,0,0,0,0,0,0,0,43,0,1849,0,0,0
"57",20066,2,1,1,1,3,1,18,1,1,55,83,0,1,1,0,0,1,0,55,0,3025,1,0,0
"58",9500,1,0,0,1,0,0,12,0,0,42,42,0,0,0,0,0,1,0,42,0,1764,0,1,1
"59",12026,1,99,99,1,3,0,13,0,0,36,36,0,99,0,0,0,0,1,36,0,1296,0,0,0
"60",9560,1,0,0,1,3,1,17,0,0,38,38,0,0,0,0,0,1,0,38,0,1444,0,0,0
"61",17500,2,0,0,1,0,0,30,1,1,31,27,0,0,0,0,0,0,1,31,0,961,1,1,1
"62",12934,2,0,0,1,3,0,18,1,1,82,87,0,0,0,0,0,0,1,82,0,6724,1,0,0
"63",14324,1,1,1,1,0,0,5,1,1,26,26,0,1,1,0,0,1,0,26,0,676,1,1,1
"64",932,2,1,1,1,2,1,28,0,1,41,48,0,1,1,0,1,1,0,41,0,1681,0,0,0
"65",4208,2,0,0,1,0,0,20,1,1,40,85,0,0,0,0,0,1,0,40,0,1600,1,1,1
"66",7700,1,0,0,1,0,0,2,1,1,21,21,0,0,0,0,0,0,0,21,0,441,1,1,1
"67",2915,1,0,0,1,1,1,7,1,1,27,27,0,0,0,0,0,0,0,27,0,729,1,0,0
"68",13919,2,0,0,1,0,0,25,1,0,40,47,0,0,0,0,0,1,0,40,0,1600,1,1,1
"69",20013,1,0,0,1,1,0,18,1,1,45,45,0,0,0,0,0,0,1,45,0,2025,1,0,0
"70",20631,2,1,0,1,2,0,30,1,1,44,50,0,1,1,0,0,1,0,44,0,1936,1,0,0
"71",4663,2,1,1,1,0,0,21,1,1,79,76,0,1,1,0,0,1,0,79,0,6241,1,1,1
"72",14093,1,1,1,1,0,0,12,1,1,50,50,1,1,1,0,0,1,0,50,0,2500,1,0,1
"73",10564,1,1,1,1,3,1,21,1,1,46,46,0,1,1,0,0,1,0,46,0,2116,1,0,0
"74",85,1,1,1,1,0,0,25,0,0,74,74,0,1,1,0,0,1,0,74,0,5476,0,1,1
"75",14216,2,0,0,1,0,0,15,0,1,27,33,0,0,0,0,0,0,1,27,0,729,0,1,1
"76",13537,1,0,0,1,0,0,2,1,1,23,23,0,0,0,0,0,0,0,23,0,529,1,1,1
"77",14889,1,0,0,1,3,0,25,0,0,21,21,0,0,0,0,0,0,0,21,0,441,0,0,0
"78",7843,2,1,0,1,0,0,26,1,0,48,45,0,1,1,0,0,1,0,48,0,2304,1,1,1
"79",22881,1,0,0,1,0,0,17,0,0,36,36,0,0,0,0,0,0,0,36,0,1296,0,1,1
"80",8879,2,0,1,1,2,0,26,1,1,30,48,0,0,0,0,0,0,1,30,0,900,1,0,0
"81",10957,2,1,0,1,0,0,30,1,1,44,45,0,1,1,0,0,0,0,44,0,1936,1,1,1
"82",14243,1,0,0,1,1,0,15,0,0,57,57,0,0,0,0,0,0,0,57,0,3249,0,0,0
"83",14335,2,1,1,1,1,0,18,1,1,62,64,0,1,1,0,0,1,0,62,0,3844,1,0,0
"84",419,1,1,1,1,3,0,22,0,0,30,30,0,1,1,0,0,0,0,30,0,900,0,0,0
"85",20763,1,0,0,1,2,0,30,0,0,40,40,0,0,0,0,0,0,1,40,0,1600,0,0,0
"86",9819,2,0,1,1,1,1,27,0,0,29,57,0,0,0,1,0,1,0,29,0,841,0,0,0
"87",16792,2,0,99,1,3,0,19,0,0,49,31,0,0,0,0,0,1,0,49,0,2401,0,0,0
"88",19458,1,0,0,1,0,0,3,0,0,42,42,0,0,0,0,0,0,0,42,0,1764,0,1,1
"89",19556,1,1,1,1,0,0,3,1,1,63,63,0,1,1,0,0,0,0,63,0,3969,1,1,1
"90",893,2,0,1,1,2,1,18,1,1,75,73,0,0,0,0,1,0,1,75,0,5625,1,0,0
"91",14097,2,1,1,1,0,0,12,1,1,76,79,0,1,1,0,0,1,0,76,0,5776,1,1,1
"92",20661,2,0,0,1,3,1,30,1,0,48,42,0,0,0,0,0,1,0,48,0,2304,1,0,0
"93",1324,2,0,0,1,0,0,15,1,1,999,999,0,0,0,0,0,0,1,0,1,0,1,1,1
"94",768,1,1,1,1,0,0,20,1,1,34,34,1,1,1,0,0,1,0,34,0,1156,1,0,1
"95",8643,2,1,1,1,2,0,21,1,1,32,57,0,1,1,0,0,1,0,32,0,1024,1,0,0
"96",961,1,1,1,1,3,1,28,1,1,44,44,0,1,1,0,1,0,0,44,0,1936,1,0,0
"97",7376,2,0,0,1,0,0,28,1,1,35,41,0,0,0,0,0,1,0,35,0,1225,1,1,1
"98",1980,2,0,1,1,2,0,18,0,1,36,67,0,0,0,0,0,0,1,36,0,1296,0,0,0
"99",14565,2,0,0,1,1,0,21,1,1,27,48,0,0,0,0,0,0,1,27,0,729,1,0,0
"100",6984,2,0,1,1,2,0,17,1,1,72,72,0,0,0,0,0,1,0,72,0,5184,1,0,0
"101",819,2,0,1,1,2,1,20,1,1,57,78,0,0,0,0,1,0,1,57,0,3249,1,0,0
"102",12210,1,0,0,1,0,0,2,1,1,23,23,0,0,0,0,0,0,0,23,0,529,1,1,1
"103",741,1,1,1,1,0,0,25,0,0,50,50,0,1,1,0,0,0,0,50,0,2500,0,1,1
"104",9111,1,99,99,1,1,0,27,0,0,26,26,0,99,0,0,0,0,0,26,0,676,0,0,0
"105",14188,2,0,1,1,0,0,17,1,0,22,49,0,0,0,0,0,0,0,22,0,484,1,1,1
"106",20236,1,99,99,1,3,0,17,1,1,87,87,0,99,0,0,0,0,0,87,0,7569,1,0,0
"107",14115,1,0,0,1,0,0,12,1,1,56,56,0,0,0,0,0,1,0,56,0,3136,1,1,1
"108",2448,1,1,1,1,1,1,25,1,1,70,70,0,1,1,0,0,1,0,70,0,4900,1,0,0
"109",4796,1,0,0,1,1,0,20,1,1,28,28,0,0,0,0,0,0,1,28,0,784,1,0,0
"110",14814,1,1,1,1,1,0,24,1,1,36,36,0,1,1,0,0,0,0,36,0,1296,1,0,0
"111",20659,1,0,0,1,1,0,30,1,1,30,30,0,0,0,0,0,0,1,30,0,900,1,0,0
"112",333,1,0,0,1,0,0,4,1,1,43,43,0,0,0,0,0,0,0,43,0,1849,1,1,1
"113",1024,1,1,1,1,1,0,27,1,1,65,65,0,1,1,0,0,1,0,65,0,4225,1,0,0
"114",10941,1,0,0,1,0,0,30,1,1,66,66,0,0,0,0,0,1,0,66,0,4356,1,1,1
"115",17329,1,0,0,1,0,0,27,0,0,44,44,1,0,0,0,0,0,0,44,0,1936,0,0,1
"116",21556,1,1,1,1,0,0,12,0,0,41,41,0,1,1,0,0,1,0,41,0,1681,0,1,1
"117",1840,1,0,0,1,1,0,30,1,1,29,29,0,0,0,0,0,0,1,29,0,841,1,0,0
"118",17330,1,1,1,1,2,0,27,1,1,79,79,0,1,1,0,0,1,0,79,0,6241,1,0,0
"119",10783,1,1,1,1,0,0,22,1,1,36,36,0,1,1,1,0,0,0,36,0,1296,1,1,1
"120",11862,2,1,1,1,1,1,25,1,1,46,50,0,1,1,0,0,1,0,46,0,2116,1,0,0
"121",21489,1,0,0,1,0,0,25,0,0,30,30,0,0,0,0,0,1,0,30,0,900,0,1,1
"122",11889,1,1,1,1,2,0,17,1,1,64,64,0,1,1,0,0,1,0,64,0,4096,1,0,0
"123",11314,1,1,1,1,3,0,3,1,1,74,74,0,1,1,0,0,0,1,74,0,5476,1,0,0
"124",17341,2,0,1,1,3,0,26,0,0,35,36,0,0,0,0,0,1,0,35,0,1225,0,0,0
"125",20419,1,0,0,1,0,0,17,0,0,28,28,0,0,0,0,0,0,0,28,0,784,0,1,1
"126",1418,2,0,0,1,0,0,4,1,1,38,39,0,0,0,0,0,0,1,38,0,1444,1,1,1
"127",10563,2,0,1,1,2,0,21,0,1,38,51,0,0,0,1,0,0,1,38,0,1444,0,0,0
"128",6694,1,1,1,1,1,0,24,1,1,54,54,0,1,1,0,0,1,0,54,0,2916,1,0,0
"129",20528,1,1,1,1,2,0,17,1,1,82,82,0,1,1,0,0,1,0,82,0,6724,1,0,0
"130",2554,1,1,1,1,2,0,27,0,0,29,29,0,1,1,0,0,0,0,29,0,841,0,0,0
"131",11306,1,1,1,1,2,0,3,1,1,26,26,0,1,1,0,0,0,1,26,0,676,1,0,0
"132",11038,1,0,0,1,2,0,24,1,1,25,25,0,0,0,0,0,0,1,25,0,625,1,0,0
"133",22157,1,0,0,1,3,0,25,1,1,40,40,0,0,0,0,0,0,1,40,0,1600,1,0,0
"134",11546,1,1,1,1,0,0,24,0,0,39,39,0,1,1,1,0,1,0,39,0,1521,0,1,1
"135",16376,1,0,0,1,2,1,5,0,0,30,30,0,0,0,0,0,0,1,30,0,900,0,0,0
"136",7273,1,1,1,1,0,0,25,1,1,28,28,0,1,1,0,0,0,0,28,0,784,1,1,1
"137",1591,1,1,1,1,3,1,22,0,0,75,75,0,1,1,0,0,1,0,75,0,5625,0,0,0
"138",21312,1,1,1,1,2,1,27,0,0,32,32,0,1,1,0,0,0,0,32,0,1024,0,0,0
"139",21977,1,0,0,1,3,1,19,1,1,26,26,0,0,0,0,0,1,0,26,0,676,1,0,0
"140",7435,2,0,0,1,0,0,28,1,0,49,42,0,0,0,1,0,0,1,49,0,2401,1,1,1
"141",20276,1,1,1,1,0,0,17,1,1,44,44,0,1,1,0,0,1,0,44,0,1936,1,1,1
"142",4356,1,0,0,1,0,0,27,1,1,46,46,0,0,0,0,0,0,0,46,0,2116,1,1,1
"143",20020,2,1,0,1,0,0,18,1,1,39,49,0,1,1,0,0,1,0,39,0,1521,1,1,1
"144",1578,1,1,1,1,1,1,22,0,0,51,51,0,1,1,0,0,0,0,51,0,2601,0,0,0
"145",1182,1,1,1,1,3,1,27,0,0,30,30,0,1,1,0,0,0,1,30,0,900,0,0,0
"146",11238,1,1,1,1,0,0,3,1,1,33,33,0,1,1,0,0,0,0,33,0,1089,1,1,1
"147",3565,1,0,0,1,2,0,4,1,1,37,37,0,0,0,0,0,0,0,37,0,1369,1,0,0
"148",2030,1,1,1,1,0,0,17,1,1,49,49,0,1,1,0,0,0,0,49,0,2401,1,1,1
"149",20054,2,0,0,1,0,0,18,0,1,74,41,0,0,0,0,0,0,0,74,0,5476,0,1,1
"150",5240,1,1,1,1,2,0,2,1,1,26,26,0,1,1,0,0,0,0,26,0,676,1,0,0
"151",14893,1,0,0,1,3,0,28,0,0,28,28,1,0,0,0,0,0,1,28,0,784,0,0,0
"152",3466,2,1,1,1,0,0,28,0,0,27,30,0,1,1,0,0,1,0,27,0,729,0,1,1
"153",20321,1,99,99,1,0,0,18,1,1,55,55,0,99,0,0,0,0,0,55,0,3025,1,1,1
"154",17622,2,1,1,1,0,0,12,1,1,83,65,0,1,1,0,0,1,0,83,0,6889,1,1,1
"155",3220,2,1,1,1,0,0,25,1,1,50,42,0,1,1,0,0,1,0,50,0,2500,1,1,1
"156",8828,1,0,0,1,1,1,27,1,1,35,35,0,0,0,0,0,1,0,35,0,1225,1,0,0
"157",3056,1,1,1,1,0,0,17,1,1,71,71,0,1,1,0,0,1,0,71,0,5041,1,1,1
"158",18685,1,0,0,1,0,0,21,0,0,33,33,0,0,0,0,0,0,0,33,0,1089,0,1,1
"159",3626,1,1,1,1,3,1,18,1,1,58,58,0,1,1,0,1,1,0,58,0,3364,1,0,0
"160",7609,1,0,0,1,0,0,2,1,1,31,31,0,0,0,0,0,0,1,31,0,961,1,1,1
"161",21879,2,1,0,1,3,1,19,1,1,32,34,0,1,1,0,0,0,1,32,0,1024,1,0,0
"162",20325,2,1,1,1,2,1,17,1,1,76,70,0,1,1,0,0,1,0,76,0,5776,1,0,0
"163",22369,2,0,0,1,0,0,30,1,1,999,24,0,0,0,0,0,0,1,0,1,0,1,1,1
"164",2810,1,0,0,1,0,0,25,1,1,34,34,0,0,0,0,0,0,1,34,0,1156,1,1,1
"165",17106,1,0,0,1,3,1,13,0,0,35,35,0,0,0,0,0,0,0,35,0,1225,0,0,0
"166",2469,2,0,0,1,3,1,25,0,0,29,25,0,0,0,0,0,0,0,29,0,841,0,0,0
"167",13615,1,0,0,1,3,1,15,1,1,42,42,0,0,0,0,0,1,0,42,0,1764,1,0,0
"168",14343,2,0,1,1,1,1,18,1,1,41,41,0,0,0,0,0,0,1,41,0,1681,1,0,0
"169",21875,2,0,0,1,2,0,19,0,0,55,67,0,0,0,0,0,0,1,55,0,3025,0,0,0
"170",7165,1,0,0,1,1,1,24,1,1,36,36,1,0,0,0,0,0,1,36,0,1296,1,0,0
"171",12445,1,1,1,1,3,0,26,1,1,51,51,0,1,1,0,0,1,0,51,0,2601,1,0,0
"172",9208,1,0,0,1,0,0,15,0,0,42,42,0,0,0,0,0,1,0,42,0,1764,0,1,1
"173",2502,1,0,0,1,0,0,27,0,0,23,23,0,0,0,0,0,0,0,23,0,529,0,1,1
"174",22832,2,1,1,1,1,0,18,1,1,40,40,0,1,1,0,0,1,0,40,0,1600,1,0,0
"175",4700,1,0,0,1,0,0,21,1,1,32,32,1,0,0,0,0,0,1,32,0,1024,1,0,1
"176",13746,1,1,1,1,2,0,22,1,1,58,58,0,1,1,1,0,1,0,58,0,3364,1,0,0
"177",5316,2,0,0,1,0,0,13,1,1,42,68,0,0,0,0,0,1,0,42,0,1764,1,1,1
"178",16391,1,0,0,1,3,0,5,1,1,42,42,0,0,0,0,0,0,0,42,0,1764,1,0,0
"179",2707,1,0,0,1,0,0,25,1,1,34,34,0,0,0,0,0,0,0,34,0,1156,1,1,1
"180",9565,1,0,0,1,2,1,17,1,1,54,54,0,0,0,0,0,0,0,54,0,2916,1,0,0
"181",13335,1,0,0,1,3,0,30,1,1,32,32,0,0,0,0,0,0,0,32,0,1024,1,0,0
"182",12985,1,0,0,1,1,1,20,1,1,60,60,0,0,0,0,0,1,0,60,0,3600,1,0,0
"183",14148,1,1,1,1,2,0,12,0,0,56,56,0,1,1,0,0,1,0,56,0,3136,0,0,0
"184",788,1,0,0,1,3,1,20,1,1,31,31,0,0,0,0,0,1,0,31,0,961,1,0,0
"185",10830,1,0,0,1,0,0,7,0,0,52,52,0,0,0,0,0,0,0,52,0,2704,0,1,1
"186",18031,2,1,1,1,3,0,16,0,1,19,43,0,1,1,0,0,0,0,19,0,361,0,0,0
"187",12686,2,1,1,1,0,0,13,1,0,87,36,0,1,1,0,0,1,0,87,0,7569,1,1,1
"188",11886,2,0,0,1,2,0,17,1,1,999,43,0,0,0,0,0,1,0,0,1,0,1,0,0
"189",3726,2,1,1,1,3,1,26,0,0,80,77,0,1,1,0,1,1,0,80,0,6400,0,0,0
"190",19293,2,1,1,1,0,0,26,1,1,51,48,0,1,1,0,0,1,0,51,0,2601,1,1,1
"191",11299,1,1,1,1,1,1,3,1,1,49,49,0,1,1,0,0,0,0,49,0,2401,1,0,0
"192",14557,1,1,1,1,2,0,21,1,1,54,54,0,1,1,1,0,1,0,54,0,2916,1,0,0
"193",17000,2,1,1,1,1,1,12,1,1,40,49,0,1,1,0,0,1,0,40,0,1600,1,0,0
"194",8894,2,1,1,1,1,1,26,0,1,76,78,0,1,1,0,0,0,0,76,0,5776,0,0,0
"195",18560,1,0,0,1,0,0,28,0,0,19,19,0,0,0,0,0,0,0,19,0,361,0,1,1
"196",15702,1,0,0,1,0,0,13,0,0,31,31,0,0,0,0,0,0,0,31,0,961,0,1,1
"197",8629,1,0,0,1,0,0,17,1,1,28,28,0,0,0,0,0,0,1,28,0,784,1,1,1
"198",2667,1,0,0,1,0,0,2,1,1,24,24,0,0,0,0,0,0,0,24,0,576,1,1,1
"199",13672,2,0,0,1,3,1,15,1,1,41,44,1,0,0,1,0,1,0,41,0,1681,1,0,0
"200",11272,1,0,0,1,0,0,3,1,1,47,47,0,0,0,0,0,0,1,47,0,2209,1,1,1
"201",10919,2,1,1,1,1,1,17,0,0,68,67,0,1,1,0,1,1,0,68,0,4624,0,0,0
"202",2586,1,1,1,1,0,0,17,1,1,31,31,0,1,1,0,0,1,0,31,0,961,1,1,1
"203",16158,1,1,1,1,1,1,24,1,1,88,88,0,1,1,1,1,1,0,88,0,7744,1,0,0
"204",1254,2,0,0,1,0,0,27,1,1,46,25,0,0,0,0,0,0,0,46,0,2116,1,1,1
"205",3613,2,1,1,1,3,0,18,0,1,63,64,0,1,1,0,0,1,0,63,0,3969,0,0,0
"206",3534,2,1,1,1,1,0,4,1,1,42,42,0,1,1,0,0,0,1,42,0,1764,1,0,0
"207",2993,1,1,1,1,2,1,15,1,1,46,46,0,1,1,0,1,1,0,46,0,2116,1,0,0
"208",18565,1,1,1,1,3,0,21,0,0,43,43,0,1,1,0,0,1,0,43,0,1849,0,0,0
"209",3653,1,0,0,1,0,0,4,1,1,33,33,0,0,0,0,0,0,1,33,0,1089,1,1,1
"210",22896,1,0,0,1,3,0,17,1,1,68,68,0,0,0,0,0,0,1,68,0,4624,1,0,0
"211",23176,2,1,1,1,2,0,25,0,0,26,37,0,1,1,0,0,0,0,26,0,676,0,0,0
"212",407,2,0,0,1,0,0,17,1,0,42,80,1,0,0,0,0,1,0,42,0,1764,1,0,1
"213",20196,1,1,1,1,3,0,17,1,1,56,56,0,1,1,0,0,1,0,56,0,3136,1,0,0
"214",5155,2,0,0,1,2,0,7,1,1,30,57,0,0,0,0,0,0,1,30,0,900,1,0,0
"215",19325,2,0,1,1,0,0,26,1,0,56,58,0,0,0,0,0,1,0,56,0,3136,1,1,1
"216",3039,1,1,1,1,0,0,15,1,1,21,21,0,1,1,0,0,0,0,21,0,441,1,1,1
"217",1356,2,0,0,1,0,0,16,1,1,41,47,0,0,0,0,0,0,0,41,0,1681,1,1,1
"218",12678,2,0,0,1,0,0,13,0,1,35,34,0,0,0,0,0,1,0,35,0,1225,0,1,1
"219",720,1,0,0,1,0,0,25,0,0,30,30,0,0,0,0,0,1,0,30,0,900,0,1,1
"220",21218,2,0,1,1,1,1,21,0,1,999,29,0,0,0,1,1,0,1,0,1,0,0,0,0
"221",3501,1,1,1,1,3,0,28,1,1,39,39,0,1,1,0,0,0,0,39,0,1521,1,0,0
"222",16062,1,0,0,1,0,0,12,1,1,85,85,0,0,0,0,0,0,1,85,0,7225,1,1,1
"223",8933,2,1,1,1,3,0,27,1,1,39,48,0,1,1,0,0,0,0,39,0,1521,1,0,0
"224",10574,1,1,1,1,2,0,30,1,1,60,60,0,1,1,0,0,1,0,60,0,3600,1,0,0
"225",17979,1,0,0,1,0,0,19,1,1,37,37,0,0,0,0,0,0,0,37,0,1369,1,1,1
"226",7834,1,1,1,1,2,0,26,1,1,56,56,0,1,1,0,0,1,0,56,0,3136,1,0,0
"227",20174,2,1,1,1,1,0,17,1,1,38,35,0,1,1,0,0,1,0,38,0,1444,1,0,0
"228",1612,1,0,0,1,3,1,22,1,1,77,77,1,0,0,0,1,1,0,77,0,5929,1,0,0
"229",19546,1,1,1,1,0,0,3,1,1,69,69,0,1,1,0,0,1,0,69,0,4761,1,1,1
"230",20255,1,1,1,1,1,0,17,1,1,82,82,0,1,1,0,0,1,0,82,0,6724,1,0,0
"231",15739,1,0,0,1,0,1,27,1,1,32,32,0,0,0,0,0,0,1,32,0,1024,1,0,0
"232",7419,1,1,1,1,0,0,28,0,0,83,83,0,1,1,0,0,1,0,83,0,6889,0,1,1
"233",12336,1,0,0,1,0,0,26,0,0,93,93,0,0,0,0,0,1,0,93,0,8649,0,1,1
"234",5221,1,1,1,1,1,1,7,1,1,61,61,0,1,1,1,0,1,0,61,0,3721,1,0,0
"235",825,1,1,1,1,2,0,20,1,1,80,80,1,1,1,0,0,0,0,80,0,6400,1,0,0
"236",13384,1,0,0,1,3,0,15,1,1,37,37,0,0,0,0,0,0,0,37,0,1369,1,0,0
"237",22104,2,0,0,1,0,0,26,0,0,67,64,0,0,0,0,0,1,0,67,0,4489,0,1,1
"238",322,1,0,0,1,0,0,4,1,1,44,44,0,0,0,0,0,1,0,44,0,1936,1,1,1
"239",17314,2,1,1,1,0,0,27,1,1,55,57,0,1,1,0,0,1,0,55,0,3025,1,1,1
"240",4198,1,0,0,1,3,0,20,1,1,78,78,0,0,0,0,0,1,0,78,0,6084,1,0,0
"241",1237,1,0,0,1,2,0,27,1,1,26,26,0,0,0,0,0,0,1,26,0,676,1,0,0
"242",2515,1,0,0,1,3,0,27,1,1,48,48,0,0,0,0,0,1,0,48,0,2304,1,0,0
"243",17528,2,0,0,1,0,0,13,1,1,42,43,0,0,0,0,0,1,0,42,0,1764,1,1,1
"244",10579,1,0,0,1,2,0,30,1,1,42,42,1,0,0,0,0,1,0,42,0,1764,1,0,0
"245",19299,2,1,0,1,2,0,26,1,1,47,47,1,1,1,0,0,1,0,47,0,2209,1,0,0
"246",23184,2,0,0,1,3,1,25,1,1,50,44,0,0,0,0,0,1,0,50,0,2500,1,0,0
"247",20319,2,0,0,1,0,0,17,0,0,32,33,0,0,0,0,0,0,1,32,0,1024,0,1,1
"248",10135,1,0,0,1,3,0,27,0,0,79,79,0,0,0,0,0,1,0,79,0,6241,0,0,0
"249",5219,1,0,0,1,0,0,7,1,1,34,34,0,0,0,0,0,1,0,34,0,1156,1,1,1
"250",4641,1,1,1,1,2,0,19,0,0,39,39,0,1,1,0,0,1,0,39,0,1521,0,0,0
"251",16059,1,0,0,1,3,1,12,1,1,52,52,0,0,0,0,0,1,0,52,0,2704,1,0,0
"252",5111,1,0,0,1,1,0,2,1,1,25,25,0,0,0,0,0,0,0,25,0,625,1,0,0
"253",2379,1,1,1,1,3,1,5,1,1,77,77,0,1,1,0,0,1,0,77,0,5929,1,0,0
"254",18335,2,1,1,1,0,0,20,0,1,55,56,1,1,1,0,0,1,0,55,0,3025,0,0,1
